Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
3018671_Actinomyces_sp._ICM47	28.71	0.26	Neural Network (Specific Model)	11	0.897	3880	279.9893842887474	880529	0.65	942	238	12266	None
3019600_Kluyvera_cryocrescens	29.33	2.48	Neural Network (Specific Model)	11	0.884	27020	294.6526073619632	1300327	0.53	1304	103	100498	None
3022883_Kluyvera_georgiana	15.19	0.01	Neural Network (Specific Model)	11	0.894	55736	324.83214285714286	609947	0.55	560	25	116037	None
3024256_uncultured_Veillonella_sp.	14.35	0.0	Neural Network (Specific Model)	11	0.916	4496	277.0	195547	0.38	216	47	11898	None
3025234_Mogibacterium_diversum	70.6	0.54	Neural Network (Specific Model)	11	0.897	4775	269.8501960784314	1149459	0.42	1275	257	30468	None
3025388_uncultured_Actinomyces_sp.	42.67	0.66	Neural Network (Specific Model)	11	0.885	4502	294.5263157894737	1382601	0.66	1387	328	19289	None
37734_Enterococcus_casseliflavus	89.95	0.36	Neural Network (Specific Model)	11	0.885	78435	316.4991447143346	3132399	0.43	2923	66	212164	None
39777_Veillonella_atypica	62.82	0.65	Neural Network (Specific Model)	11	0.899	22534	324.3988816402609	1159046	0.39	1073	62	66172	None
47715_Lacticaseibacillus_rhamnosus	93.09	0.13	Neural Network (Specific Model)	11	0.852	61677	299.66640625	2696864	0.47	2560	65	185377	None
48296_Acinetobacter_pittii	93.35	0.14	Neural Network (Specific Model)	11	0.878	89398	303.3802302723954	3685457	0.39	3561	57	272750	None
562_Escherichia_coli	20.16	0.01	Neural Network (Specific Model)	11	0.888	40498	301.90593342981185	703621	0.51	691	23	86150	None
571_Klebsiella_oxytoca	54.95	0.76	Neural Network (Specific Model)	11	0.881	9470	292.12611318586613	3456634	0.55	3481	427	68977	None
57706_Citrobacter_braakii	24.05	0.05	Neural Network (Specific Model)	11	0.896	4822	280.7503725782414	1259718	0.52	1342	285	28822	None
712310_Haemophilus_sp._oral_taxon_036	62.57	0.32	Neural Network (Specific Model)	11	0.902	6640	259.3656488549618	1128885	0.38	1310	192	20220	None
851_Fusobacterium_nucleatum	99.95	5.41	Neural Network (Specific Model)	11	0.912	18500	299.14680347277033	2488765	0.27	2534	192	50513	None
