Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1598_Limosilactobacillus_reuteri	92.65	0.2	Neural Network (Specific Model)	11	0.874	20996	293.1259012756517	1809880	0.39	1803	129	64104	None
1628085_Agathobaculum_butyriciproducens	95.16	3.87	Gradient Boost (General Model)	11	0.848	51089	316.3999125874126	2556226	0.55	2288	87	167429	None
165186_uncultured_Ruminococcus_sp.	59.39	0.93	Neural Network (Specific Model)	11	0.902	6513	287.99525841631106	2017418	0.43	2109	350	34788	None
1660_Schaalia_odontolytica	40.23	0.09	Neural Network (Specific Model)	11	0.887	6023	311.85031185031187	1013229	0.66	962	178	17205	None
166486_Roseburia_intestinalis	81.32	3.17	Neural Network (Specific Model)	11	0.901	14643	317.454834156669	2989630	0.43	2834	266	64722	None
1689_Bifidobacterium_dentium	27.91	0.22	Neural Network (Specific Model)	11	0.891	6598	306.2983638113571	1069938	0.58	1039	181	27322	None
1720194_Clostridium_sp._AT4	79.86	1.61	Gradient Boost (General Model)	11	0.91	17871	311.40614069179946	2635039	0.47	2573	208	57578	None
1897016_Roseburia_sp._CAG:10041_57	73.17	3.7	Neural Network (Specific Model)	11	0.912	6547	292.70021186440675	2720627	0.42	2832	487	35301	None
1965604_Anaeromassilibacillus_sp._An250	95.93	1.93	Neural Network (Specific Model)	11	0.864	45833	327.35356668143555	2561436	0.54	2257	77	163850	None
1982628_Faecalibacillus_faecis	86.69	1.88	Gradient Boost (General Model)	11	0.902	54821	293.4266666666667	2335766	0.3	2400	75	164901	None
2093857_Dysosmobacter_welbionis	84.26	2.52	Neural Network (Specific Model)	11	0.859	70393	293.4325651681148	2708122	0.6	2647	66	261065	None
216816_Bifidobacterium_longum	83.84	3.84	Neural Network (Specific Model)	11	0.874	70156	347.9209388511427	1932028	0.6	1619	48	119796	None
218538_Dialister_invisus	41.23	0.07	Neural Network (Specific Model)	11	0.857	125848	304.3466362599772	932286	0.48	877	11	253824	None
2291994_Absiella_sp._AM09-50	37.08	0.24	Gradient Boost (General Model)	11	0.89	4272	239.80527497194163	1436147	0.31	1782	348	24250	None
2292308_Clostridium_sp._OF03-18AA	73.65	3.93	Neural Network (Specific Model)	11	0.858	27340	320.32263978001833	2440186	0.5	2182	150	87166	None
2292351_Eubacterium_sp._AM49-13BH	85.17	0.99	Neural Network (Specific Model)	11	0.908	43912	324.77362110311753	2234413	0.38	2085	89	89013	None
2292372_Ruminococcus_sp._AM42-11	81.4	4.43	Neural Network (Specific Model)	11	0.871	17552	323.34435797665367	3429793	0.43	3084	269	75732	None
2293016_Clostridium_sp._AF37-5	99.98	0.04	Neural Network (Specific Model)	11	0.907	73611	331.60703125	2801325	0.41	2560	58	303145	None
2293210_Ruminococcus_sp._AM36-2AA	78.27	2.1	Neural Network (Specific Model)	11	0.879	34979	321.5673036093418	2581638	0.45	2355	118	134967	None
2305242_Clostridium_sp._AM34-11AC	71.1	1.62	Neural Network (Specific Model)	11	0.854	24489	311.77978723404254	2054360	0.49	1880	141	67960	None
239935_Akkermansia_muciniphila	99.99	0.11	Neural Network (Specific Model)	11	0.885	134414	349.2605415002219	2661775	0.56	2253	23	491060	None
246787_Bacteroides_cellulosilyticus	88.34	0.55	Neural Network (Specific Model)	11	0.913	149859	403.0019296740995	6168384	0.43	4664	60	401267	None
2559709_Clostridium_sp._1001175st1_A10	25.88	0.63	Neural Network (Specific Model)	11	0.907	5465	293.744080604534	1925646	0.48	1985	382	19497	None
261299_Intestinibacter_bartlettii	96.29	0.46	Gradient Boost (General Model)	11	0.856	13983	290.3166728832525	2724583	0.29	2681	277	50540	None
278064_uncultured_Dialister_sp.	84.77	1.16	Neural Network (Specific Model)	11	0.891	8524	285.9719101123595	1368265	0.42	1424	197	37940	None
28025_Bifidobacterium_animalis	89.59	0.42	Neural Network (Specific Model)	11	0.877	42659	352.38461538461536	1816410	0.61	1508	63	127909	None
28117_Alistipes_putredinis	81.5	0.05	Neural Network (Specific Model)	11	0.869	158592	325.4007134363853	1887405	0.55	1682	20	337993	None
293422_uncultured_Eggerthella_sp.	80.47	0.01	Neural Network (Specific Model)	11	0.895	173063	362.0	1636275	0.55	1349	17	357063	None
29361_Tyzzerella_nexilis	75.99	2.0	Neural Network (Specific Model)	11	0.911	11504	304.91203479942	2073940	0.4	2069	230	49722	None
3002827_uncultured_Eubacterium_sp.	12.07	0.0	Gradient Boost (General Model)	11	0.829	3504	179.21428571428572	18146	0.39	28	5	4236	None
3006000_Intestinibacillus_sp._Marseille-P4005	10.3	0.0	Neural Network (Specific Model)	11	0.855	4645	236.9012048192771	344488	0.56	415	83	20534	None
3007886_Sellimonas_intestinalis	12.59	0.0	Neural Network (Specific Model)	11	0.912	170054	336.3916349809886	290660	0.46	263	3	170054	None
3009767_Clostridium_sp._1001175st1_A10	20.3	0.16	Neural Network (Specific Model)	11	0.903	2979	268.68114217727543	1496819	0.48	1681	462	44656	None
3010667_Butyrivibrio_fibrisolvens	15.8	0.02	Neural Network (Specific Model)	11	0.883	4233	279.2991150442478	534454	0.48	565	135	13709	None
301301_Roseburia_hominis	86.51	3.57	Neural Network (Specific Model)	11	0.895	51872	331.82157177225344	2770222	0.5	2494	79	123224	None
301302_Roseburia_faecis	46.79	0.01	Neural Network (Specific Model)	11	0.895	93607	315.74985285462037	1793640	0.43	1699	35	300310	None
3014584_Christensenella_minuta	54.03	1.21	Neural Network (Specific Model)	11	0.898	3523	263.4397935779817	1532529	0.53	1744	441	11586	None
3015276_Neglecta_timonensis	24.32	0.0	Neural Network (Specific Model)	11	0.868	88526	320.62547288776796	877470	0.55	793	19	154459	None
3019439_Catabacter_hongkongensis	25.64	0.29	Neural Network (Specific Model)	11	0.903	2733	257.55164034021874	703239	0.49	823	249	8105	None
39485_Lachnospira_eligens	16.53	0.13	Neural Network (Specific Model)	11	0.886	9130	280.34753363228697	844741	0.36	892	116	120654	None
39486_Dorea_formicigenerans	77.51	4.63	Gradient Boost (General Model)	11	0.909	28302	308.3423076923077	2374654	0.45	2340	121	102097	None
39777_Veillonella_atypica	81.69	2.6	Neural Network (Specific Model)	11	0.891	11546	308.48396674584325	1746508	0.39	1684	182	87414	None
40518_Ruminococcus_bromii	98.43	0.58	Gradient Boost (General Model)	11	0.88	171829	324.1541547277937	1925692	0.41	1745	17	246640	None
40520_Blautia_obeum	81.71	3.04	Gradient Boost (General Model)	11	0.852	58311	310.46875	2480517	0.5	2272	74	241342	None
47715_Lacticaseibacillus_rhamnosus	98.95	0.18	Neural Network (Specific Model)	11	0.851	71703	297.7533432392273	2820323	0.47	2692	57	177555	None
48296_Acinetobacter_pittii	78.09	1.48	Neural Network (Specific Model)	11	0.882	52085	301.514598540146	2806556	0.39	2740	96	235706	None
487175_Parasutterella_excrementihominis	96.4	0.82	Neural Network (Specific Model)	11	0.881	38881	316.4703801945181	2433677	0.49	2262	104	135535	None
512314_uncultured_Roseburia_sp.	88.79	0.78	Neural Network (Specific Model)	11	0.882	53224	314.0949474398101	3144618	0.41	2949	101	157456	None
562_Escherichia_coli	100.0	0.32	Neural Network (Specific Model)	11	0.891	166575	319.6794653705954	4423214	0.51	4115	51	395493	None
61171_Holdemania_filiformis	92.63	2.77	Gradient Boost (General Model)	11	0.868	67281	316.9919579338076	3535882	0.5	3233	75	185719	None
626937_Christensenella_minuta	92.26	3.21	Gradient Boost (General Model)	11	0.888	37822	311.9802599903707	2185913	0.57	2077	93	184456	None
729_Haemophilus_parainfluenzae	99.06	2.34	Neural Network (Specific Model)	11	0.914	15064	303.71351642434036	1849702	0.4	1857	166	59762	None
818_Bacteroides_thetaiotaomicron	91.74	2.58	Neural Network (Specific Model)	11	0.905	132547	391.57332418210933	5668932	0.43	4371	70	451189	None
831_Butyrivibrio_fibrisolvens	88.52	2.17	Gradient Boost (General Model)	11	0.899	12810	327.114949951566	3371854	0.5	3097	325	63831	None
862514_Pediococcus_acidilactici	18.22	0.03	Neural Network (Specific Model)	11	0.88	2814	241.72183908045977	357936	0.43	435	125	8284	None
88431_Dorea_longicatena	89.42	1.13	Neural Network (Specific Model)	11	0.891	51781	312.472131147541	2561044	0.42	2440	73	200591	None
