Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
246796_Pedobacter_himalayensis	99.82	3.01	Neural Network (Specific Model)	11	0.899	116707	320.3386956521739	4905379	0.55	4600	78	333766	None
28025_Bifidobacterium_animalis	82.44	2.75	Neural Network (Specific Model)	11	0.874	83345	337.9713876967096	1620333	0.6	1398	44	179733	None
28026_Bifidobacterium_pseudocatenulatum	52.22	2.4	Neural Network (Specific Model)	11	0.881	117636	346.4101825168108	1225747	0.56	1041	19	221358	None
292800_Flavonifractor_plautii	12.5	0.11	Neural Network (Specific Model)	11	0.878	111167	287.033724340176	667438	0.56	682	15	135709	None
29361_Tyzzerella_nexilis	95.79	1.85	Gradient Boost (General Model)	11	0.911	138424	322.4997887621462	2507570	0.4	2367	37	403115	None
29363_Clostridium_paraputrificum	51.43	1.1	Neural Network (Specific Model)	11	0.886	4071	248.88311688311688	1684011	0.3	2002	423	19280	None
29466_Veillonella_parvula	100.0	1.8	Neural Network (Specific Model)	11	0.878	103887	326.75855230540407	2249946	0.38	2017	67	411437	None
3016680_Bifidobacterium_animalis	14.7	0.74	Neural Network (Specific Model)	11	0.874	58442	423.2767857142857	325432	0.61	224	8	91586	None
3022225_Lactobacillus_equicursoris	14.94	0.0	Neural Network (Specific Model)	11	0.876	9717	280.55737704918033	233990	0.35	244	36	14339	None
33945_Enterococcus_avium	93.94	1.93	Neural Network (Specific Model)	11	0.864	30448	291.8332060096766	3970971	0.39	3927	164	97085	None
39486_Dorea_formicigenerans	98.5	0.75	Neural Network (Specific Model)	11	0.884	53001	308.9819684447784	2786200	0.41	2662	100	142209	None
418240_Blautia_wexlerae	83.64	3.2	Neural Network (Specific Model)	11	0.857	44910	325.3197548666186	3154217	0.41	2774	115	139016	None
435842_Streptococcus_sp._C150	64.13	2.78	Neural Network (Specific Model)	11	0.881	7099	277.5890068707058	1511066	0.39	1601	252	49240	None
43675_Rothia_mucilaginosa	96.24	3.51	Neural Network (Specific Model)	11	0.84	37750	342.2011049723757	2210434	0.6	1810	98	88736	None
487175_Parasutterella_excrementihominis	99.98	1.46	Neural Network (Specific Model)	11	0.887	64028	329.1783713916415	2581694	0.49	2321	67	161574	None
500634_Bifidobacterium_bifidum	16.94	0.08	Neural Network (Specific Model)	11	0.842	31969	336.95757575757574	395377	0.62	330	20	81565	None
518634_Bifidobacterium_breve	12.02	0.22	Neural Network (Specific Model)	11	0.872	101274	335.3084745762712	340037	0.58	295	15	154857	None
525338_Lactiplantibacillus_plantarum	29.47	0.11	Neural Network (Specific Model)	11	0.841	3011	248.24492385786803	696815	0.45	788	225	18720	None
562_Escherichia_coli	99.95	0.31	Neural Network (Specific Model)	11	0.885	138859	312.6264406779661	4683103	0.51	4425	58	396262	None
745368_Gemmiger_formicilis	86.79	0.23	Neural Network (Specific Model)	11	0.868	88797	327.64156759136944	2567837	0.6	2271	48	210309	None
817_Bacteroides_fragilis	84.27	0.14	Neural Network (Specific Model)	11	0.895	181767	352.9573283858998	4458777	0.43	3773	37	387039	None
831_Butyrivibrio_fibrisolvens	46.21	0.01	Neural Network (Specific Model)	11	0.874	181906	309.5579598145286	1372893	0.6	1294	16	333473	None
83427_uncultured_Streptococcus_sp.	43.15	1.8	Neural Network (Specific Model)	11	0.898	3956	271.6004415011038	820399	0.42	906	219	12906	None
84112_Eggerthella_lenta	99.59	0.93	Neural Network (Specific Model)	11	0.877	100160	340.660777385159	3292158	0.64	2830	51	373734	None
853_Faecalibacterium_prausnitzii	99.61	0.32	Neural Network (Specific Model)	11	0.856	56611	301.9595227950575	2478014	0.59	2347	53	194869	None
888746_Streptococcus_peroris	29.49	0.0	Neural Network (Specific Model)	11	0.904	3200	245.23676880222843	583413	0.39	718	180	13566	None
