Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
3006527_Eubacterium_sp._AF16-48	16.49	0.67	Neural Network (Specific Model)	11	0.896	25890	298.0808510638298	468278	0.35	470	32	87603	None
3015162_Enterococcus_durans	18.48	0.0	Neural Network (Specific Model)	11	0.842	3285	269.97564935064935	591730	0.38	616	179	9956	None
3016596_Klebsiella_oxytoca	17.51	0.0	Neural Network (Specific Model)	11	0.863	3847	262.5190751445087	787936	0.55	865	197	30038	None
3016680_Bifidobacterium_animalis	11.87	2.19	Neural Network (Specific Model)	11	0.889	101508	384.2878048780488	265541	0.6	205	6	107684	None
3020326_Enterococcus_gallinarum	13.32	0.12	Neural Network (Specific Model)	11	0.87	6046	260.6434599156118	424989	0.41	474	82	20322	None
342942_Mediterraneibacter_glycyrrhizinilyticus	75.9	0.5	Gradient Boost (General Model)	11	0.909	20858	316.35125758889853	2401741	0.46	2306	148	70656	None
360807_Roseburia_inulinivorans	94.8	1.16	Neural Network (Specific Model)	11	0.883	43598	314.3574244415243	3244532	0.41	3044	135	148992	None
39485_Lachnospira_eligens	93.82	0.25	Neural Network (Specific Model)	11	0.909	218281	324.9471022948269	2753849	0.37	2571	21	419808	None
39777_Veillonella_atypica	38.29	0.41	Neural Network (Specific Model)	11	0.912	7113	296.3076923076923	670075	0.39	689	101	23098	None
47715_Lacticaseibacillus_rhamnosus	99.98	0.08	Neural Network (Specific Model)	11	0.849	59313	303.3240670220868	2810792	0.47	2626	76	118374	None
518634_Bifidobacterium_breve	10.36	0.11	Neural Network (Specific Model)	11	0.86	26243	351.5148148148148	330226	0.59	270	22	132019	None
53345_Enterococcus_durans	29.42	0.13	Neural Network (Specific Model)	11	0.853	8664	291.71181556195967	1066477	0.38	1041	144	28558	None
536231_Roseburia_intestinalis	10.56	0.04	Neural Network (Specific Model)	11	0.899	150283	306.06880733944956	221765	0.42	218	2	150283	None
571_Klebsiella_oxytoca	56.69	1.22	Neural Network (Specific Model)	11	0.884	12189	291.04057823991883	3888210	0.55	3943	419	78152	None
573_Klebsiella_pneumoniae	81.81	4.33	Neural Network (Specific Model)	11	0.883	26846	303.52485681557846	4495483	0.58	4365	268	123922	None
820_Bacteroides_uniformis	36.92	0.25	Neural Network (Specific Model)	11	0.91	5610	302.6714183891661	1396796	0.48	1403	285	15420	None
