Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1653434_Sellimonas_intestinalis	97.41	3.09	Gradient Boost (General Model)	11	0.906	291398	319.88192011212334	3018603	0.45	2854	23	586758	None
1689_Bifidobacterium_dentium	83.81	1.76	Neural Network (Specific Model)	11	0.886	54117	342.5276771857217	2238895	0.59	1933	60	178008	None
187326_Megasphaera_micronuciformis	99.63	0.01	Neural Network (Specific Model)	11	0.91	206004	321.7188311688312	1630645	0.46	1540	14	346438	None
2107999_Lactobacillus_paragasseri	100.0	0.01	Neural Network (Specific Model)	11	0.909	148613	307.5745229499742	1964662	0.35	1939	26	193453	None
2292372_Ruminococcus_sp._AM42-11	68.25	1.83	Neural Network (Specific Model)	11	0.874	8552	307.78812949640286	2933000	0.43	2780	427	40453	None
249061_uncultured_Actinomyces_sp.	16.03	0.01	Neural Network (Specific Model)	11	0.925	3714	298.4784810126582	381625	0.56	395	102	15131	None
261299_Intestinibacter_bartlettii	92.65	1.22	Neural Network (Specific Model)	11	0.863	16623	297.7258292166549	2930650	0.29	2834	243	79074	None
28116_Bacteroides_ovatus	80.5	4.06	Neural Network (Specific Model)	11	0.912	114585	396.98659645763524	5448795	0.42	4178	84	265007	None
28117_Alistipes_putredinis	97.38	1.27	Neural Network (Specific Model)	11	0.87	230216	309.265306122449	2347195	0.54	2205	25	371584	None
292800_Flavonifractor_plautii	84.91	0.98	Neural Network (Specific Model)	11	0.892	76414	301.8398659966499	3025122	0.62	2985	60	436642	None
29361_Tyzzerella_nexilis	88.74	1.26	Gradient Boost (General Model)	11	0.922	19890	312.78357487922705	2102281	0.4	2070	149	67599	None
29363_Clostridium_paraputrificum	77.67	3.39	Neural Network (Specific Model)	11	0.891	5255	262.3364779874214	2803178	0.31	3180	590	41084	None
3004485_Bacteroides_fragilis	36.26	0.03	Gradient Boost (General Model)	11	0.937	24655	342.1842105263158	41643	0.41	38	3	24655	None
3012064_Anaerostipes_caccae	16.75	0.32	Neural Network (Specific Model)	11	0.913	6114	268.02454780361757	679905	0.45	774	129	28634	None
3014891_Citrobacter_amalonaticus	15.8	0.02	Neural Network (Specific Model)	11	0.905	2787	256.6262353998203	945019	0.54	1113	333	7408	None
3015162_Enterococcus_durans	34.33	0.31	Neural Network (Specific Model)	11	0.852	3654	273.88535031847135	1057951	0.38	1099	293	12075	None
3028544_Clostridium_sartagoforme	25.52	0.03	Neural Network (Specific Model)	11	0.857	3811	260.5828092243187	868699	0.29	954	239	24162	None
35833_Bilophila_wadsworthia	98.17	4.62	Gradient Boost (General Model)	11	0.839	61789	326.95546318289786	3931335	0.6	3368	109	345873	None
360807_Roseburia_inulinivorans	85.97	1.62	Neural Network (Specific Model)	11	0.882	26302	299.09805825242717	3138266	0.41	3090	188	111328	None
39777_Veillonella_atypica	71.83	1.64	Neural Network (Specific Model)	11	0.882	11276	291.95341614906835	1595674	0.39	1610	195	32456	None
39778_Veillonella_dispar	72.78	1.26	Neural Network (Specific Model)	11	0.881	9012	294.05396618985696	1537526	0.38	1538	209	39919	None
39950_Dialister_pneumosintes	99.56	0.45	Neural Network (Specific Model)	11	0.9	183178	311.26043405676126	1240137	0.35	1198	14	221761	None
411490_Anaerostipes_caccae	50.33	0.38	Neural Network (Specific Model)	11	0.909	6217	266.30419781483613	1524724	0.45	1739	283	23533	None
418240_Blautia_wexlerae	92.62	1.86	Neural Network (Specific Model)	11	0.859	39491	321.084222670897	3882286	0.41	3467	161	119371	None
446660_Adlercreutzia_equolifaciens	73.78	2.04	Neural Network (Specific Model)	11	0.878	10442	311.9172005914243	2159355	0.63	2029	258	47372	None
47715_Lacticaseibacillus_rhamnosus	97.34	1.57	Neural Network (Specific Model)	11	0.851	38351	299.0513894175866	2763215	0.47	2627	112	120107	None
57706_Citrobacter_braakii	10.57	0.0	Neural Network (Specific Model)	11	0.911	2725	249.9433962264151	609122	0.53	742	221	5857	None
649756_Anaerostipes_hadrus	99.94	0.94	Neural Network (Specific Model)	11	0.898	53711	315.9284565916399	2621319	0.37	2488	72	207715	None
818_Bacteroides_thetaiotaomicron	82.81	2.93	Neural Network (Specific Model)	11	0.905	66186	389.13336508692544	5412677	0.43	4199	155	197175	None
823_Parabacteroides_distasonis	88.37	1.8	Neural Network (Specific Model)	11	0.913	139125	363.3406338572533	4626447	0.45	3881	45	356433	None
83427_uncultured_Streptococcus_sp.	82.32	4.04	Neural Network (Specific Model)	11	0.888	8798	284.8416009019166	1703371	0.42	1774	248	25194	None
84031_Clostridium_sartagoforme	48.83	1.49	Gradient Boost (General Model)	11	0.84	5574	279.27319211102997	1364341	0.29	1369	259	27550	None
84109_Slackia_exigua	88.39	0.52	Neural Network (Specific Model)	11	0.878	48459	333.1512345679012	1842120	0.65	1620	46	160697	None
84112_Eggerthella_lenta	99.19	2.01	Neural Network (Specific Model)	11	0.878	55773	338.78627787307033	3368429	0.64	2915	85	202830	None
853_Faecalibacterium_prausnitzii	82.6	0.22	Neural Network (Specific Model)	11	0.86	75113	312.05512943432404	2269106	0.59	2086	46	190601	None
